fecha,región,canal,linea_de_producto,sku,unidades_vendidas,precio_unitario,descuento_pct,total_ingresos,anio,mes,dia,descuento_decimal,precio_final,ingreso_calculado,es_linea_joven
2025-04-10,Centro,Online,linea_joven,LJ-001,19,1623,5,29295,2025,4,10,0.05,1541.85,29295.149999999998,True
2024-06-08,Sur,Directo,linea_profesional,LP-002,16,1955,15,26588,2024,6,8,0.15,1661.75,26588.0,False
2024-08-05,Oeste,Directo,linea_profesional,LP-001,23,1525,5,33321,2024,8,5,0.05,1448.75,33321.25,False
2025-01-19,Este,Directo,linea_profesional,LP-002,26,2268,5,5602,2025,1,19,0.05,2154.6,56019.6,False
2024-07-23,Sur,Online,linea_joven,LJ-001,8,1958,5,14881,2024,7,23,0.05,1860.1,14880.8,True
2024-07-08,Sur,Red de Distribución,linea_profesional,LP-002,26,907,5,22403,2024,7,8,0.05,861.65,22402.899999999998,False
2024-10-16,Sur,Directo,linea_orgánica,LO-003,3,1641,5,4677,2024,10,16,0.05,1558.9499999999998,4676.849999999999,False
2024-05-07,Centro,Directo,linea_orgánica,LO-002,7,867,10,5462,2024,5,7,0.1,780.3000000000001,5462.1,False
2025-03-04,Norte,Online,linea_orgánica,LO-002,17,142,0,2414,2025,3,4,0.0,142.0,2414.0,False
2024-10-27,Este,Directo,linea_joven,LJ-003,26,1898,10,44413,2024,10,27,0.1,1708.2,44413.200000000004,True
2025-01-14,Sur,Directo,linea_joven,LJ-003,24,2019,0,48456,2025,1,14,0.0,2019.0,48456.0,True
2024-09-12,Este,Directo,linea_joven,LJ-002,12,811,5,9245,2024,9,12,0.05,770.4499999999999,9245.4,True
2024-11-01,Oeste,Red de Distribución,linea_orgánica,LO-003,11,1684,0,18524,2024,11,1,0.0,1684.0,18524.0,False
2024-07-29,Norte,Directo,linea_profesional,LP-001,26,1209,10,28291,2024,7,29,0.1,1088.1000000000001,28290.600000000002,False
2024-05-23,Sur,Red de Distribución,linea_orgánica,LO-003,18,2068,10,33502,2024,5,23,0.1,1861.2,33501.6,False
2025-03-29,Norte,Red de Distribución,linea_orgánica,LO-001,24,1972,15,40229,2025,3,29,0.15,1676.2,40228.8,False
2024-08-11,Centro,Directo,linea_joven,LJ-001,10,1498,15,12733,2024,8,11,0.15,1273.3,12733.0,True
2024-05-16,Sur,Red de Distribución,linea_joven,LJ-002,20,1701,0,3402,2024,5,16,0.0,1701.0,34020.0,True
2024-05-21,Este,Red de Distribución,linea_joven,LJ-003,19,2496,0,47424,2024,5,21,0.0,2496.0,47424.0,True
2024-10-24,Este,Directo,linea_joven,LJ-001,18,2358,5,40322,2024,10,24,0.05,2240.1,40321.799999999996,True
2025-04-05,Este,Online,linea_profesional,LP-002,14,1686,5,22424,2025,4,5,0.05,1601.6999999999998,22423.799999999996,False
2024-08-09,Este,Red de Distribución,linea_profesional,LP-002,12,1496,5,17054,2024,8,9,0.05,1421.2,17054.4,False
2025-04-09,Oeste,Online,linea_profesional,LP-001,2,117,10,2106,2025,4,9,0.1,105.3,210.6,False
2024-09-02,Norte,Directo,linea_profesional,LP-002,3,2012,0,6036,2024,9,2,0.0,2012.0,6036.0,False
2024-06-20,Norte,Online,linea_joven,LJ-002,27,101,15,23179,2024,6,20,0.15,85.85,2317.95,True
2024-11-18,Sur,Online,linea_joven,LJ-003,9,2448,0,22032,2024,11,18,0.0,2448.0,22032.0,True
2024-05-25,Sur,Red de Distribución,linea_profesional,LP-001,5,1021,10,4595,2024,5,25,0.1,918.9,4594.5,False
2024-05-01,Sur,Red de Distribución,linea_orgánica,LO-003,1,918,0,918,2024,5,1,0.0,918.0,918.0,False
2024-06-30,Norte,Online,linea_joven,LJ-001,13,2003,0,26039,2024,6,30,0.0,2003.0,26039.0,True
2025-02-05,Norte,Directo,linea_profesional,LP-001,5,1169,0,5845,2025,2,5,0.0,1169.0,5845.0,False
2024-09-08,Este,Online,linea_joven,LJ-002,25,1762,5,41847,2024,9,8,0.05,1673.8999999999999,41847.5,True
2025-01-17,Sur,Red de Distribución,linea_profesional,LP-002,9,1741,10,14102,2025,1,17,0.1,1566.9,14102.1,False
2024-05-02,Sur,Online,linea_joven,LJ-001,9,853,0,7677,2024,5,2,0.0,853.0,7677.0,True
2024-05-21,Norte,Red de Distribución,linea_joven,LJ-001,2,1539,10,277,2024,5,21,0.1,1385.1000000000001,2770.2000000000003,True
2024-11-24,Oeste,Online,linea_profesional,LP-001,15,2131,5,30367,2024,11,24,0.05,2024.4499999999998,30366.749999999996,False
2025-04-04,Oeste,Online,linea_orgánica,LO-001,30,1168,10,31536,2025,4,4,0.1,1051.2,31536.0,False
2025-02-25,Oeste,Red de Distribución,linea_profesional,LP-002,27,2358,15,54116,2025,2,25,0.15,2004.3,54116.1,False
2024-07-21,Centro,Online,linea_orgánica,LO-002,2,2499,0,4998,2024,7,21,0.0,2499.0,4998.0,False
2024-11-09,Este,Online,linea_joven,LJ-001,18,2436,10,39463,2024,11,9,0.1,2192.4,39463.200000000004,True
2024-11-29,Sur,Directo,linea_orgánica,LO-001,23,2388,0,54924,2024,11,29,0.0,2388.0,54924.0,False
2024-07-18,Este,Online,linea_profesional,LP-001,13,1251,10,14637,2024,7,18,0.1,1125.9,14636.7,False
2025-01-09,Sur,Directo,linea_orgánica,LO-001,26,1582,5,39075,2025,1,9,0.05,1502.8999999999999,39075.399999999994,False
2025-02-23,Sur,Red de Distribución,linea_orgánica,LO-003,29,1083,15,26696,2025,2,23,0.15,920.55,26695.949999999997,False
2024-07-26,Este,Red de Distribución,linea_profesional,LP-002,17,1327,5,21431,2024,7,26,0.05,1260.6499999999999,21431.05,False
2024-06-20,Oeste,Directo,linea_joven,LJ-003,7,2207,5,14677,2024,6,20,0.05,2096.65,14676.550000000001,True
2024-09-22,Sur,Directo,linea_orgánica,LO-002,13,2311,0,30043,2024,9,22,0.0,2311.0,30043.0,False
2025-02-16,Oeste,Directo,linea_joven,LJ-001,22,1984,10,39283,2025,2,16,0.1,1785.6000000000001,39283.200000000004,True
2024-05-12,Sur,Online,linea_profesional,LP-002,8,97,10,6984,2024,5,12,0.1,87.3,698.4,False
2025-02-18,Sur,Red de Distribución,linea_profesional,LP-001,30,1265,5,36052,2025,2,18,0.05,1201.75,36052.5,False
2025-02-11,Sur,Online,linea_orgánica,LO-001,26,1282,5,31665,2025,2,11,0.05,1217.8999999999999,31665.399999999998,False
2024-12-26,Oeste,Red de Distribución,linea_profesional,LP-002,2,1411,15,2399,2024,12,26,0.15,1199.35,2398.7,False
2025-03-04,Oeste,Directo,linea_joven,LJ-002,4,2012,0,8048,2025,3,4,0.0,2012.0,8048.0,True
2025-03-27,Este,Red de Distribución,linea_profesional,LP-002,18,999,15,15285,2025,3,27,0.15,849.15,15284.699999999999,False
2024-09-28,Norte,Directo,linea_profesional,LP-002,5,1733,15,7365,2024,9,28,0.15,1473.05,7365.25,False
2025-04-05,Este,Online,linea_joven,LJ-002,3,1104,5,3146,2025,4,5,0.05,1048.8,3146.3999999999996,True
2024-07-15,Oeste,Directo,linea_profesional,LP-002,11,1588,10,15721,2024,7,15,0.1,1429.2,15721.2,False
2025-04-16,Centro,Online,linea_orgánica,LO-001,9,996,0,8964,2025,4,16,0.0,996.0,8964.0,False
2024-12-19,Sur,Directo,linea_joven,LJ-003,13,195,0,2535,2024,12,19,0.0,195.0,2535.0,True
2024-06-28,Este,Online,linea_profesional,LP-002,23,1364,15,26666,2024,6,28,0.15,1159.3999999999999,26666.199999999997,False
2024-08-03,Norte,Directo,linea_orgánica,LO-001,15,2218,10,29943,2024,8,3,0.1,1996.2,29943.0,False
2024-07-24,Este,Directo,linea_profesional,LP-001,1,819,5,778,2024,7,24,0.05,778.05,778.05,False
2025-02-07,Oeste,Online,linea_joven,LJ-001,30,814,15,20757,2025,2,7,0.15,691.9,20757.0,True
2024-07-16,Oeste,Directo,linea_profesional,LP-002,19,2144,0,40736,2024,7,16,0.0,2144.0,40736.0,False
2025-01-27,Este,Red de Distribución,linea_joven,LJ-001,26,2163,10,50614,2025,1,27,0.1,1946.7,50614.200000000004,True
2024-07-07,Este,Red de Distribución,linea_profesional,LP-002,9,1668,5,14261,2024,7,7,0.05,1584.6,14261.4,False
2024-12-21,Centro,Red de Distribución,linea_profesional,LP-002,13,1849,10,21633,2024,12,21,0.1,1664.1000000000001,21633.300000000003,False
2025-04-30,Centro,Red de Distribución,linea_joven,LJ-001,3,1759,15,4485,2025,4,30,0.15,1495.1499999999999,4485.45,True
2024-09-19,Norte,Directo,linea_joven,LJ-003,17,2043,10,31258,2024,9,19,0.1,1838.7,31257.9,True
2024-10-18,Este,Red de Distribución,linea_joven,LJ-002,26,1509,5,37272,2024,10,18,0.05,1433.55,37272.299999999996,True
2025-03-17,Este,Directo,linea_profesional,LP-001,2,1526,15,2594,2025,3,17,0.15,1297.1,2594.2,False
2024-10-30,Oeste,Red de Distribución,linea_profesional,LP-002,27,838,10,20363,2024,10,30,0.1,754.2,20363.4,False
2024-09-02,Oeste,Directo,linea_profesional,LP-001,28,2339,5,62217,2024,9,2,0.05,2222.0499999999997,62217.399999999994,False
2024-07-20,Sur,Online,linea_profesional,LP-001,24,2064,15,42106,2024,7,20,0.15,1754.3999999999999,42105.6,False
2025-01-21,Norte,Red de Distribución,linea_joven,LJ-003,12,1891,0,22692,2025,1,21,0.0,1891.0,22692.0,True
2024-12-29,Sur,Online,linea_orgánica,LO-001,13,1865,15,20608,2024,12,29,0.15,1585.25,20608.25,False
2024-07-15,Norte,Directo,linea_profesional,LP-002,26,2204,10,51574,2024,7,15,0.1,1983.6000000000001,51573.600000000006,False
2024-08-15,Sur,Directo,linea_profesional,LP-001,8,1418,15,9642,2024,8,15,0.15,1205.3,9642.4,False
2024-05-08,Oeste,Online,linea_profesional,LP-002,21,123,5,24538,2024,5,8,0.05,116.85,2453.85,False
2025-01-25,Centro,Online,linea_profesional,LP-002,7,1933,0,13531,2025,1,25,0.0,1933.0,13531.0,False
2024-09-20,Este,Directo,linea_profesional,LP-001,6,1229,5,7005,2024,9,20,0.05,1167.55,7005.299999999999,False
2025-01-28,Oeste,Directo,linea_orgánica,LO-001,27,818,10,19877,2025,1,28,0.1,736.2,19877.4,False
2025-03-06,Oeste,Directo,linea_profesional,LP-002,19,894,5,16137,2025,3,6,0.05,849.3,16136.699999999999,False
2024-07-16,Norte,Red de Distribución,linea_orgánica,LO-003,18,1021,5,17459,2024,7,16,0.05,969.9499999999999,17459.1,False
2024-12-16,Sur,Directo,linea_orgánica,LO-001,7,1096,15,6521,2024,12,16,0.15,931.6,6521.2,False
2024-12-18,Este,Directo,linea_orgánica,LO-002,18,99,5,16929,2024,12,18,0.05,94.05,1692.8999999999999,False
2024-08-13,Sur,Directo,linea_orgánica,LO-002,3,1329,5,3788,2024,8,13,0.05,1262.55,3787.6499999999996,False
2025-02-25,Este,Directo,linea_joven,LJ-001,4,1263,15,4294,2025,2,25,0.15,1073.55,4294.2,True
2025-04-18,Oeste,Red de Distribución,linea_profesional,LP-001,21,198,0,4158,2025,4,18,0.0,198.0,4158.0,False
2024-07-14,Este,Online,linea_orgánica,LO-003,6,1309,0,7854,2024,7,14,0.0,1309.0,7854.0,False
2024-07-21,Centro,Red de Distribución,linea_joven,LJ-001,25,1756,5,41705,2024,7,21,0.05,1668.1999999999998,41704.99999999999,True
2025-02-23,Este,Directo,linea_joven,LJ-003,10,241,15,20485,2025,2,23,0.15,204.85,2048.5,True
2024-05-30,Este,Online,linea_joven,LJ-001,15,2126,5,30296,2024,5,30,0.05,2019.6999999999998,30295.499999999996,True
2024-09-18,Centro,Red de Distribución,linea_orgánica,LO-003,19,1352,5,24404,2024,9,18,0.05,1284.3999999999999,24403.6,False
2024-12-07,Oeste,Red de Distribución,linea_profesional,LP-002,9,116,15,8874,2024,12,7,0.15,98.6,887.4,False
2024-11-27,Este,Online,linea_joven,LJ-002,6,994,0,5964,2024,11,27,0.0,994.0,5964.0,True
2025-04-01,Norte,Red de Distribución,linea_profesional,LP-001,16,1381,15,18782,2025,4,1,0.15,1173.85,18781.6,False
2024-06-30,Norte,Directo,linea_joven,LJ-002,3,2115,15,5393,2024,6,30,0.15,1797.75,5393.25,True
2024-06-25,Este,Directo,linea_orgánica,LO-003,16,1828,0,29248,2024,6,25,0.0,1828.0,29248.0,False
2024-12-26,Oeste,Red de Distribución,linea_joven,LJ-002,6,1314,0,7884,2024,12,26,0.0,1314.0,7884.0,True
2024-08-17,Este,Directo,linea_profesional,LP-001,6,2319,15,11827,2024,8,17,0.15,1971.1499999999999,11826.9,False
2024-09-25,Sur,Red de Distribución,linea_orgánica,LO-003,30,2115,5,60277,2024,9,25,0.05,2009.25,60277.5,False
2024-10-09,Norte,Directo,linea_orgánica,LO-001,4,2156,10,7762,2024,10,9,0.1,1940.4,7761.6,False
2024-09-30,Oeste,Directo,linea_orgánica,LO-003,24,1882,15,38393,2024,9,30,0.15,1599.7,38392.8,False
2024-09-11,Centro,Directo,linea_profesional,LP-002,17,1883,0,32011,2024,9,11,0.0,1883.0,32011.0,False
2024-08-30,Centro,Red de Distribución,linea_orgánica,LO-001,27,2152,5,55199,2024,8,30,0.05,2044.3999999999999,55198.799999999996,False
2025-01-19,Este,Directo,linea_joven,LJ-003,23,2046,15,39999,2025,1,19,0.15,1739.1,39999.299999999996,True
2024-06-17,Centro,Red de Distribución,linea_joven,LJ-001,12,2184,10,23587,2024,6,17,0.1,1965.6000000000001,23587.2,True
2024-11-30,Centro,Red de Distribución,linea_profesional,LP-001,26,2307,15,50985,2024,11,30,0.15,1960.95,50984.700000000004,False
2025-04-03,Oeste,Online,linea_profesional,LP-002,22,1457,5,30451,2025,4,3,0.05,1384.1499999999999,30451.299999999996,False
2024-08-13,Sur,Online,linea_orgánica,LO-002,18,1541,5,26351,2024,8,13,0.05,1463.9499999999998,26351.1,False
2024-08-25,Norte,Directo,linea_joven,LJ-003,8,2171,5,1650,2024,8,25,0.05,2062.45,16499.6,True
